#
# Copyright © 2026-2026 Unicode, Inc.
# For terms of use, see https://www.unicode.org/terms_of_use.html
#
# Format: type;rule name;number;expected result
# type: spell=SpelloutRules, digits=OrdinalRules, number=NumberingSystemRules
# rule name: empty for the default ruleset
#
spell;%spellout-ordinal-feminine;1000000001;ένα δισεκατομμυριοστή πρώτη
spell;%spellout-ordinal-feminine;999999999999;εννιακόσια εννενήντα εννέα δισεκατομμυριοστή εννιακόσια εννενήντα εννέα εκατομμυριοστή εννιακόσια εννενήντα εννέα χιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;1000000000000;ένα τρισεκατομμυριοστή
spell;%spellout-ordinal-feminine;1000000000001;ένα τρισεκατομμυριοστή πρώτη
spell;%spellout-ordinal-feminine;999999999999999;εννιακόσια εννενήντα εννέα τρισεκατομμυριοστή εννιακόσια εννενήντα εννέα δισεκατομμυριοστή εννιακόσια εννενήντα εννέα εκατομμυριοστή εννιακόσια εννενήντα εννέα χιλιοστή εννεακοσιοστή εννενηκοστή ένατη
spell;%spellout-ordinal-feminine;1000000000000000;ένα τετράκις εκατομμυριοστή
spell;%spellout-ordinal-feminine;1000000000000001;ένα τετράκις εκατομμυριοστή πρώτη
spell;%spellout-ordinal-masculine;1;πρώτος
spell;%spellout-ordinal-masculine;2;δεύτερος
spell;%spellout-ordinal-masculine;3;τρίτος
spell;%spellout-ordinal-masculine;4;τέταρτος
spell;%spellout-ordinal-masculine;5;πέμπτος
spell;%spellout-ordinal-masculine;6;έκτος
spell;%spellout-ordinal-masculine;7;έβδομος
spell;%spellout-ordinal-masculine;8;όγδοος
spell;%spellout-ordinal-masculine;9;ένατος
spell;%spellout-ordinal-masculine;10;δέκατος
spell;%spellout-ordinal-masculine;11;ενδέκατος
spell;%spellout-ordinal-masculine;12;δωδέκατος
spell;%spellout-ordinal-masculine;13;δέκατος τρίτος
spell;%spellout-ordinal-masculine;14;δέκατος τέταρτος
spell;%spellout-ordinal-masculine;19;δέκατος ένατος
spell;%spellout-ordinal-masculine;20;εικοστός
spell;%spellout-ordinal-masculine;21;εικοστός πρώτος
spell;%spellout-ordinal-masculine;29;εικοστός ένατος
spell;%spellout-ordinal-masculine;30;τριακοστός
spell;%spellout-ordinal-masculine;31;τριακοστός πρώτος
spell;%spellout-ordinal-masculine;39;τριακοστός ένατος
spell;%spellout-ordinal-masculine;40;τεσσαρακοστός
spell;%spellout-ordinal-masculine;41;τεσσαρακοστός πρώτος
spell;%spellout-ordinal-masculine;49;τεσσαρακοστός ένατος
spell;%spellout-ordinal-masculine;50;πεντηκοστός
spell;%spellout-ordinal-masculine;51;πεντηκοστός πρώτος
